CNPJ_Companhia;Nome_Companhia;Data_Referencia;Versao;Codigo_CVM;Categoria;Tipo;Data_Entrega;Tipo_Apresentacao;Motivo_Reapresentacao;Protocolo_Entrega;Link_Download,,,,,,
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2024-08-01;1;23370;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;AP - Apresentação;;023370IPE010820240104554103-66;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279699&numSequencia=804425&numVersao=1,,,,,,
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2024-09-01;1;23370;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;023370IPE010920240104557501-79;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290372&numSequencia=815098&numVersao=1,,,,,,
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;2024-10-01;1;23370;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;023370IPE011020240104560401-68;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300940&numSequencia=825666&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-01-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-08;AP - Apresentação;;003077IPE010120240104533005-31;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191167&numSequencia=715893&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-02-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-07;AP - Apresentação;;003077IPE010220240104535802-53;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204342&numSequencia=729068&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-03-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-05;AP - Apresentação;;003077IPE010320240104538702-02;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1218633&numSequencia=743359&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-04-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-02;AP - Apresentação;;003077IPE010420240104541405-57;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1231230&numSequencia=755956&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-05-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;003077IPE010520240104545305-78;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248015&numSequencia=772741&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-06-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-08;AP - Apresentação;;003077IPE010620240104548101-48;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257452&numSequencia=782178&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-07-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;003077IPE010720240104551307-34;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269550&numSequencia=794276&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-08-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-03;AP - Apresentação;;003077IPE010820240104553806-56;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1278008&numSequencia=802734&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-09-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-15;AP - Apresentação;;003077IPE010920240104558003-68;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1291623&numSequencia=816349&numVersao=1,,,,,,
17.245.234/0001-00;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;2024-10-01;1;3077;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-07;AP - Apresentação;;003077IPE011020240104560302-16;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1299848&numSequencia=824574&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-01-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-07;AP - Apresentação;;019445IPE010120240104532905-77;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1190569&numSequencia=715295&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-02-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;019445IPE010220240104535905-61;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204824&numSequencia=729550&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-03-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-05;AP - Apresentação;;019445IPE010320240104538703-74;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1218715&numSequencia=743441&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-04-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-09;AP - Apresentação;;019445IPE010420240104542106-10;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1235290&numSequencia=760016&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-05-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;AP - Apresentação;;019445IPE010520240104545003-42;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247660&numSequencia=772386&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-06-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-09;AP - Apresentação;;019445IPE010620240104548203-86;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258005&numSequencia=782731&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-07-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;019445IPE010720240104551304-17;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269874&numSequencia=794600&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-07-01;2;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;RE - Reapresentação Espontânea;Ajuste na data de desligamento de membros do CF.;019445IPE010720240204551304-17;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279645&numSequencia=804371&numVersao=2,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-08-01;2;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;RE - Reapresentação Espontânea;O desligamento e posse de um membro titular e um membro suplente do Conselho Fiscal, ocorridas em julho, foram lançadas com a mesma data: 19/07/2024. Como consequência, no formulário de agosto, estes membros não constavam no arquivo enviado. Neste sentido, foi reapresentado o relatório de julho, alterando a data de desligamento para um dia anterior a data de posse. Diante disto os dois membros passaram a constar no relatório de agosto.;019445IPE010820240204554103-54;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279652&numSequencia=804378&numVersao=2
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-09-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;019445IPE010920240104557505-93;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290266&numSequencia=814992&numVersao=1,,,,,,
17.281.106/0001-03;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;2024-10-01;1;19445;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;019445IPE011020240104560405-75;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300704&numSequencia=825430&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-01-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;023574IPE010120240104533103-81;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1192433&numSequencia=717159&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-02-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;023574IPE010220240104535904-13;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205211&numSequencia=729937&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-03-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;023574IPE010320240104539204-54;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220749&numSequencia=745475&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-04-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-10;AP - Apresentação;;023574IPE010420240104542204-03;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1236691&numSequencia=761417&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-05-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;023574IPE010520240104545303-72;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248443&numSequencia=773169&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-06-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;023574IPE010620240104548303-76;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258586&numSequencia=783312&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-06-01;2;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-12;RE - Reapresentação Espontânea;Reportar desligamento da Diretoria e Conselho de administração.;023574IPE010620240204548303-76;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1270572&numSequencia=795298&numVersao=2,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-07-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-12;AP - Apresentação;;023574IPE010720240104551604-38;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1270581&numSequencia=795307&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-08-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;023574IPE010820240104554503-98;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280849&numSequencia=805575&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-09-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-10;AP - Apresentação;;023574IPE010920240104557504-13;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290678&numSequencia=815404&numVersao=1,,,,,,
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;2024-10-01;1;23574;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;023574IPE011020240104560404-09;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1301215&numSequencia=825941&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-01-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-05;AP - Apresentação;;023159IPE010120240104532703-05;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189683&numSequencia=714409&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-02-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-06;AP - Apresentação;;023159IPE010220240104535704-46;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1203777&numSequencia=728503&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-03-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;023159IPE010320240104539206-92;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220285&numSequencia=745011&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-04-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-10;AP - Apresentação;;023159IPE010420240104542201-03;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1236365&numSequencia=761091&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-05-01;2;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;RE - Reapresentação Espontânea;Inclusão movimentação do conselheiro Paulo Vita;023159IPE010520240204545301-37;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248175&numSequencia=772901&numVersao=2,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-06-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-10;AP - Apresentação;;023159IPE010620240104548306-82;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1258267&numSequencia=782993&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-07-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;023159IPE010720240104551306-95;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269542&numSequencia=794268&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-08-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;AP - Apresentação;;023159IPE010820240104554107-56;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279528&numSequencia=804254&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-09-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-07;AP - Apresentação;;023159IPE010920240104557206-54;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1289000&numSequencia=813726&numVersao=1,,,,,,
17.344.597/0001-94;BB SEGURIDADE PARTICIPAÇÕES S.A.;2024-10-01;1;23159;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-07;AP - Apresentação;;023159IPE011020240104560307-77;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1299774&numSequencia=824500&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-01-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-02;AP - Apresentação;;026760IPE010120240104532403-20;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189086&numSequencia=713812&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-02-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-11;AP - Apresentação;;026760IPE010220240104536203-37;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205521&numSequencia=730247&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-03-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;026760IPE010320240104539204-27;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220693&numSequencia=745419&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-04-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-07;AP - Apresentação;;026760IPE010420240104541904-45;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1233514&numSequencia=758240&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-05-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;AP - Apresentação;;026760IPE010520240104545007-36;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247482&numSequencia=772208&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-06-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-04;AP - Apresentação;;026760IPE010620240104547701-08;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1256768&numSequencia=781494&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-07-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-07;AP - Apresentação;;026760IPE010720240104551104-99;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1267839&numSequencia=792565&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-08-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;AP - Apresentação;;026760IPE010820240104554102-73;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279619&numSequencia=804345&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-09-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-07;AP - Apresentação;;026760IPE010920240104557206-77;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1289006&numSequencia=813732&numVersao=1,,,,,,
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;2024-10-01;1;26760;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-05;AP - Apresentação;;026760IPE011020240104560104-02;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1298207&numSequencia=822933&numVersao=1,,,,,,
18.174.270/0001-84;DOTZ S.A.;2024-01-01;1;25836;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;025836IPE010120240104533104-30;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1192490&numSequencia=717216&numVersao=1,,,,,,
18.174.270/0001-84;DOTZ S.A.;2024-02-01;1;25836;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;025836IPE010220240104535905-29;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205435&numSequencia=730161&numVersao=1,,,,,,
18.174.270/0001-84;DOTZ S.A.;2024-03-01;1;25836;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-09;AP - Apresentação;;025836IPE010320240104539103-96;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219946&numSequencia=744672&numVersao=1,,,,,,
18.174.270/0001-84;DOTZ S.A.;2024-04-01;1;25836;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-10;AP - Apresentação;;025836IPE010420240104542203-97;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1236677&numSequencia=761403&numVersao=1,,,,,,
18.174.270/0001-84;DOTZ S.A.;2024-05-01;1;25836;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;025836IPE010520240104545303-88;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248447&numSequencia=773173&numVersao=1,,,,,,
