CNPJ_Companhia;Nome_Companhia;Data_Referencia;Versao;Codigo_CVM;Categoria;Tipo;Data_Entrega;Tipo_Apresentacao;Motivo_Reapresentacao;Protocolo_Entrega;Link_Download,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-01-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;020770IPE010120240104533106-44;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191987&numSequencia=716713&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-02-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-07;AP - Apresentação;;020770IPE010220240104535802-36;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204314&numSequencia=729040&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-03-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;020770IPE010320240104539004-33;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219435&numSequencia=744161&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-04-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;020770IPE010420240104542005-69;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234353&numSequencia=759079&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-05-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;020770IPE010520240104545306-86;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248803&numSequencia=773529&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-06-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-04;AP - Apresentação;;020770IPE010620240104547703-95;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1256841&numSequencia=781567&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-07-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-08;AP - Apresentação;;020770IPE010720240104551203-90;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269014&numSequencia=793740&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-08-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;AP - Apresentação;;020770IPE010820240104554103-96;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279701&numSequencia=804427&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-09-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-09;AP - Apresentação;;020770IPE010920240104557404-33;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1290056&numSequencia=814782&numVersao=1,,,,,,
08.312.229/0001-73;EZ TEC EMPREEND. E PARTICIPAÇÕES S/A;2024-10-01;1;20770;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;020770IPE011020240104560401-92;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300990&numSequencia=825716&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-01-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-05;AP - Apresentação;;026522IPE010120240104532705-58;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1189477&numSequencia=714203&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-02-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-05;AP - Apresentação;;026522IPE010220240104535605-75;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1202902&numSequencia=727628&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-03-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-10;AP - Apresentação;;026522IPE010320240104539205-73;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220242&numSequencia=744968&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-04-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-06;AP - Apresentação;;026522IPE010420240104541803-45;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1233106&numSequencia=757832&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-05-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;AP - Apresentação;;026522IPE010520240104545001-41;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247513&numSequencia=772239&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-06-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-08;AP - Apresentação;;026522IPE010620240104548106-55;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257402&numSequencia=782128&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-07-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-05;AP - Apresentação;;026522IPE010720240104550903-76;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1266779&numSequencia=791505&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-08-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-09;AP - Apresentação;;026522IPE010820240104554403-22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280111&numSequencia=804837&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-09-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-09;AP - Apresentação;;026522IPE010920240104557407-22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1289902&numSequencia=814628&numVersao=1,,,,,,
08.322.396/0001-03;CERRADINHO BIOENERGIA S.A.;2024-10-01;1;26522;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;026522IPE011020240104560402-26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1301025&numSequencia=825751&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-01-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-08;AP - Apresentação;;018139IPE010120240104533004-14;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191568&numSequencia=716294&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-02-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;018139IPE010220240104535904-11;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205354&numSequencia=730080&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-03-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;018139IPE010320240104539004-12;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219447&numSequencia=744173&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-04-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;018139IPE010420240104542004-10;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234735&numSequencia=759461&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-05-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-07;AP - Apresentação;;018139IPE010520240104545004-10;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1247705&numSequencia=772431&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-06-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-05;AP - Apresentação;;018139IPE010620240104547804-38;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257222&numSequencia=781948&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-07-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-08;AP - Apresentação;;018139IPE010720240104551204-09;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1268991&numSequencia=793717&numVersao=1,,,,,,
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;2024-08-01;1;18139;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-09;AP - Apresentação;;018139IPE010820240104554403-88;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280230&numSequencia=804956&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-01-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;020915IPE010120240104533104-97;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191898&numSequencia=716624&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-02-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-07;AP - Apresentação;;020915IPE010220240104535803-73;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204420&numSequencia=729146&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-03-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;020915IPE010320240104539006-92;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219130&numSequencia=743856&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-04-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-09;AP - Apresentação;;020915IPE010420240104542103-30;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1235529&numSequencia=760255&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-05-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;020915IPE010520240104545301-98;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248156&numSequencia=772882&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-06-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-09;AP - Apresentação;;020915IPE010620240104548207-78;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257893&numSequencia=782619&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-07-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-07;AP - Apresentação;;020915IPE010720240104551103-77;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1268129&numSequencia=792855&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-08-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-09;AP - Apresentação;;020915IPE010820240104554403-74;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280147&numSequencia=804873&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-09-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-09;AP - Apresentação;;020915IPE010920240104557406-68;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1289875&numSequencia=814601&numVersao=1,,,,,,
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPAÇÕES S/A;2024-10-01;1;20915;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-08;AP - Apresentação;;020915IPE011020240104560406-66;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1300798&numSequencia=825524&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-01-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-08;AP - Apresentação;;021490IPE010120240104533007-76;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1191288&numSequencia=716014&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-02-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;021490IPE010220240104535901-34;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1204970&numSequencia=729696&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-03-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;021490IPE010320240104539003-38;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219337&numSequencia=744063&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-04-01;2;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-05;RE - Reapresentação Espontânea;ajuste do número de ações decorrentes de bonificação expurgando efeito de frações levadas a leilão;021490IPE010420240204541903-59;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257084&numSequencia=781810&numVersao=2,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-05-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-05;AP - Apresentação;;021490IPE010520240104544802-03;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1246560&numSequencia=771286&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-05-01;2;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-05;RE - Reapresentação Espontânea;Em decorrência de ajuste do número de ações decorrentes de bonificação expurgando efeito de frações levadas a leilão realizada em Abril de 2024.;021490IPE010520240204544802-03;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257090&numSequencia=781816&numVersao=2,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-06-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-05;AP - Apresentação;;021490IPE010620240104547803-00;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257095&numSequencia=781821&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-07-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-09;AP - Apresentação;;021490IPE010720240104551303-62;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1269734&numSequencia=794460&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-08-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-06;AP - Apresentação;;021490IPE010820240104554103-50;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1279654&numSequencia=804380&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-09-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-09;AP - Apresentação;;021490IPE010920240104557407-01;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1289890&numSequencia=814616&numVersao=1,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-09-01;2;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-07;RE - Reapresentação Espontânea;inclusão de novo conselheiro;021490IPE010920240204557407-01;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1299871&numSequencia=824597&numVersao=2,,,,,,
08.364.948/0001-38;ALUPAR INVESTIMENTO S/A;2024-10-01;1;21490;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-11-07;AP - Apresentação;;021490IPE011020240104560302-57;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1299879&numSequencia=824605&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-01-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;026603IPE010120240104535902-15;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205034&numSequencia=729760&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-02-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;026603IPE010220240104535902-70;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205037&numSequencia=729763&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-03-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-08;AP - Apresentação;;026603IPE010320240104539003-83;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1219430&numSequencia=744156&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-04-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-08;AP - Apresentação;;026603IPE010420240104542007-73;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1234485&numSequencia=759211&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-05-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-06-10;AP - Apresentação;;026603IPE010520240104545304-25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1248482&numSequencia=773208&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-06-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-07-08;AP - Apresentação;;026603IPE010620240104548100-70;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1257431&numSequencia=782157&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-07-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-08-07;AP - Apresentação;;026603IPE010720240104551103-81;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1268125&numSequencia=792851&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-08-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-09-10;AP - Apresentação;;026603IPE010820240104554502-15;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1280673&numSequencia=805399&numVersao=1,,,,,,
08.397.078/0001-01;GSH CORP PARTICIPAÇÕES S.A.;2024-09-01;1;26603;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-10-04;AP - Apresentação;;026603IPE010920240104556905-56;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1288509&numSequencia=813235&numVersao=1,,,,,,
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;2024-01-01;1;4669;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-02-09;AP - Apresentação;;004669IPE010120240104533104-41;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1192519&numSequencia=717245&numVersao=1,,,,,,
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;2024-02-01;1;4669;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-03-08;AP - Apresentação;;004669IPE010220240104535904-25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1205371&numSequencia=730097&numVersao=1,,,,,,
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;2024-03-01;1;4669;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-04-09;AP - Apresentação;;004669IPE010320240104539104-68;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1220018&numSequencia=744744&numVersao=1,,,,,,
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;2024-04-01;1;4669;Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358);Posição Consolidada;2024-05-09;AP - Apresentação;;004669IPE010420240104542104-64;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=1235812&numSequencia=760538&numVersao=1,,,,,,
